"kingdom","group","location","website","lat","lng"
"Kingdom of Drachenwald","Barony of Eplaheimr","Ireland: midlands, west & south counties","","",""
"Kingdom of Drachenwald","Barony of Gotvik","Göteborg","","51.023724","6.902320"
"Kingdom of Drachenwald","Barony of Knights Crossing","Germany","","51.163818","10.447831"
"Kingdom of Drachenwald","Barony of Styringheim","Gotland","","52.555790","13.411295"
"Kingdom of Drachenwald","Canton of Drei Eichen","Großraum Köln, Bonn","","",""
"Kingdom of Drachenwald","Canton of Hukka","Helsinki area","","",""
"Kingdom of Drachenwald","Canton of Humalasalo","Tampere, Hämeenlinna, Lahti, Valkeakoski","","",""
"Kingdom of Drachenwald","Canton of Kaarnemaa","Oulu","","46.632898","-91.489850"
"Kingdom of Drachenwald","Canton of Meadowmarsh","Frankfurt, Darmstadt, Hanau","","",""
"Kingdom of Drachenwald","Canton of Miehonlinna","Kouvola, Valkeala, Kuusankoski","","",""
"Kingdom of Drachenwald","Canton of Poukka","Kotka","","45.147279","-122.864335"
"Kingdom of Drachenwald","Canton of Roterde","Dortmund, Bochum, Essen, Recklinghausen","","",""
"Kingdom of Drachenwald","Canton of Turmstadt","Bamberg, Erlangen, Nürnberg, Lichtenfels, Grafenwöhr, Hohenfels (Bayern)","","",""
"Kingdom of Drachenwald","Canton of Unikankare","Turku","","51.020026","6.896841"
"Kingdom of Drachenwald","Canton of Vielburgen","Kaiserslautern, Saarbrücken, KMC, Donnersbergkreis","","",""
"Kingdom of Drachenwald","College of St John of Rila","Kyustendil and Blagoevgrad Oblasts, Bulgaria","","",""
"Kingdom of Drachenwald","Shire of Ad Flumen Caerulum","Austria","","52.488741","13.396822"
"Kingdom of Drachenwald","Shire of Aros","Uppsala","","-32.068614","115.922899"
"Kingdom of Drachenwald","Shire of Attemark","Skåne","","41.213234","-73.227586"
"Kingdom of Drachenwald","Shire of Baggeholm","Blekinge","","",""
"Kingdom of Drachenwald","Shire of Depedene under Wychwood","UK: northern England","","53.481691","-2.233755"
"Kingdom of Drachenwald","Shire of Dun in Mara","Ireland: Dublin & east counties","","",""
"Kingdom of Drachenwald","Shire of Fjellom","Jämtland","","",""
"Kingdom of Drachenwald","Shire of Flintheath","UK: east Anglia","","52.461724","0.697564"
"Kingdom of Drachenwald","Shire of Frostheim","Norrbotten (i.e. Luleå, Piteå, Boden)","","",""
"Kingdom of Drachenwald","Shire of Glen Rathlin","Ireland: northern counties; UK: Northern Ireland","","",""
"Kingdom of Drachenwald","Shire of Gyllengran","Medelpad (i.e. Sundsvall)","","",""
"Kingdom of Drachenwald","Shire of Harpelstane","UK: Scotland","","56.786111","-4.114052"
"Kingdom of Drachenwald","Shire of Holmrike","Stockholm","","47.042522","-68.139954"
"Kingdom of Drachenwald","Shire of Juneborg","Jönköping","","31.661362","-106.288050"
"Kingdom of Drachenwald","Shire of Löghammar","Västmanland","","",""
"Kingdom of Drachenwald","Shire of Mynydd Gwyn","UK: Wales and western England","","",""
"Kingdom of Drachenwald","Shire of Polderslot","Netherlands","","36.299374","-89.751006"
"Kingdom of Drachenwald","Shire of Pont Alarch","UK: central England","","51.566699","-1.784741"
"Kingdom of Drachenwald","Shire of Reengarda","Skellefteå","","",""
"Kingdom of Drachenwald","Shire of Thamesreach","UK: greater London, England","","51.514162","-0.088939"
"Kingdom of Drachenwald","Shire of Trivium","Belgium","","40.062092","-87.639235"
"Kingdom of Drachenwald","Shire of Ulvberget","Skaraborg","","",""
"Kingdom of Drachenwald","Shire of Uma","Umeå","","50.698405","-1.113602"
"Kingdom of Drachenwald","Shire of West Dragonshire","UK: southern England","","50.163491","-5.367710"
"Kingdom of Drachenwald","Shire of Örehus","Helsingborg","","",""
"Kingdom of Ealdormere","Barony of Ben Dunfirth","Ontario, Canada","https://ealdormere.ca/ben-dunfirth/","50.000678","-86.000977"
"Kingdom of Ealdormere","Barony of Ramshaven","Ontario, Canada","https://ealdormere.ca/barony-of-ramshaven/","50.000678","-86.000977"
"Kingdom of Ealdormere","Barony of Rising Waters","Ontario, Canada","https://ealdormere.ca/barony-of-rising-waters/","50.000678","-86.000977"
"Kingdom of Ealdormere","Barony of Septentria","Ontario, Canada","https://ealdormere.ca/barony-of-septentria","50.000678","-86.000977"
"Kingdom of Ealdormere","Barony of Skraeling Althing","skraelingalthing.com Morag Taylor (Christine Brewer) [email protected]","http://www.skraelingalthing.com/","",""
"Kingdom of Ealdormere","Canton of Ardchreag","Ontario, Canada","https://ardchreag.wordpress.com/","50.000678","-86.000977"
"Kingdom of Ealdormere","Canton of Bryniau Tywynnog","Ontario, Canada","https://ealdormere.ca/bryniau-tywynnog/","50.000678","-86.000977"
"Kingdom of Ealdormere","Canton of Caldrithig","skraelingalthing.com/wp/caldrithig /","http://www.skraelingalthing.com/caldrithig/","",""
"Kingdom of Ealdormere","Canton of Monadh","Ontario, Canada","https://ealdormere.ca/canton-of-monadh","50.000678","-86.000977"
"Kingdom of Ealdormere","Canton of Northgeatham","Ontario, Canada","https://ealdormere.ca/canton-of-northgeatham/","50.000678","-86.000977"
"Kingdom of Ealdormere","Canton of Petrea Thule","Ontario, Canada","https://ealdormere.ca/petrea-thule","50.000678","-86.000977"
"Kingdom of Ealdormere","Canton of Skeldergate","Ontario, Canada","","50.000678","-86.000977"
"Kingdom of Ealdormere","Canton of Vest Yorvik","Ontario, Canada","","50.000678","-86.000977"
"Kingdom of Ealdormere","Canton of Beremere","Ontario, Canada","https://ealdormere.ca/beremere/","50.000678","-86.000977"
"Kingdom of Ealdormere","Shire of Bastille du Lac","Ontario, Canada","https://ealdormere.ca/bastille-du-lac","50.000678","-86.000977"
"Kingdom of Ealdormere","Shire of Champcorbeau","Ontario, Canada","https://www.ealdormere.ca/champcorbeau/","50.000678","-86.000977"
"Kingdom of Ealdormere","Shire of Trinovantia Nova","Ontario, Canada","https://ealdormere.ca/trinovantia-nova","50.000678","-86.000977"
"Kingdom of Ealdormere","Shire of Ulfheim ​","The Honourable","","51.520415","-0.113844"
"Kingdom of Ealdormere","Stronghold of Tor Brant skraelingalthing.com/wp/torbrant/","Ontario, Canada","http://www.skraelingalthing.com/wp/torbrant/","50.000678","-86.000977"
"Kingdom of Ealdormere","Stronghold of Greyfells","​ skraelingalthing.com/wp/greyfells/","http://skraelingalthing.com/wp/greyfells/","",""
"Kingdom of Gleann Abhann","Barony of Axemoor","New Orleans, LA Area south of Lake Pontchartrain","http://www.axemoor.net/","30.042537","-90.027783"
"Kingdom of Gleann Abhann","Barony of Grey Niche","Memphis, TN and surrounding area","http://www.greyniche.net/","33.136514","-88.297534"
"Kingdom of Gleann Abhann","Barony of Seleone","Gulfport/Biloxi, MS and surrounding area","http://seleone.org","",""
"Kingdom of Gleann Abhann","Barony of Small Gray Bear","Central Arkansas including Little Rock, North Little Rock, Sherwood, Jacksonville, Pine Bluff and surrounding areas","http://www.smallgraybear.org/","30.554227","-91.036717"
"Kingdom of Gleann Abhann","Province of Lagerdamm","Conway, AR and surrounding Areas","http://www.lagerdamm.org/","35.252200","-92.688894"
"Kingdom of Gleann Abhann","Shire of Ardanroe","Shreveport, LA and surrounding area","","32.513536","-93.747784"
"Kingdom of Gleann Abhann","Shire of Blackmoor Keep","Lake Charles, LA and surrounding area","","30.379032","-92.190491"
"Kingdom of Gleann Abhann","Shire of Caer Dun","Southeast, MS (east of the Barony of Seleone)","http://caerdun.net","",""
"Kingdom of Gleann Abhann","Shire of Coill Fhionnabhann","Searcy, AR","","35.901899","-92.709874"
"Kingdom of Gleann Abhann","Shire of Dragoun’s Weal","Laurel/Hattiesburg, MS and surrounding area","","",""
"Kingdom of Gleann Abhann","Shire of Iron Ox","Jackson, MS and surrounding area","http://ironox.org/","35.577089","-91.196742"
"Kingdom of Gleann Abhann","Shire of Loch Bais","Natchitoches, LA and surrounding area","","31.760673","-93.086021"
"Kingdom of Gleann Abhann","Shire of Ravenshold","Jonesboro, AR","","35.834809","-90.704530"
"Kingdom of Gleann Abhann","Shire of Smythkepe","Fort Smith, AR and surrounding areas","","",""
"Kingdom of Gleann Abhann","Shire of Tor An Riogh","Starkville/Columbus/Tupelo, MS and surrounding area","","",""
"Kingdom of Gleann Abhann","Shire of Troll Fen","Lafayette, LA and surrounding area","http://troll-fen.org","33.182148","-93.597246"
"Kingdom of Gleann Abhann","Shire of Vogelburg","Alexandria, LA and surrounding area","","31.311946","-92.445356"
"Kingdom of Gleann Abhann","Shire of Wyrmgeist","Baton Rouge, LA and surrounding area","http://www.wyrmgeist.org/","30.449416","-91.186966"
"Kingdom of Lochac","Barony of Aneala","Perth, Western Australia","https://aneala.lochac.sca.org/","-31.955897","115.860578"
"Kingdom of Lochac","Barony of Ildhafn","Schlaepher Park,  41C Ostrich Farm Road, Pukekohe","https://ildhafn.lochac.sca.org/","",""
"Kingdom of Lochac","Barony of Innilgard","Adelaide, Australia","https://innilgard.lochac.sca.org/","-34.928181","138.599931"
"Kingdom of Lochac","Barony of Kraé","Australia","https://kraeglas.lochac.sca.org/","-24.776109","134.755000"
"Kingdom of Lochac","Barony of Mordenvale","Newcastle, New South Wales, and covers the Central and North Coasts of NSW","https://mordenvale.lochac.sca.org/","",""
"Kingdom of Lochac","Barony of River Haven","Brisbane, Queensland, Australia","https://riverhaven.lochac.sca.org/","-27.468962","153.023501"
"Kingdom of Lochac","Barony of Rowany","Sydney, New South Wales, Australia","https://rowany.lochac.sca.org/","-33.869844","151.208285"
"Kingdom of Lochac","Barony of Southron Gaard","the South Island of New Zealand (principally in Christchurch, Dunedin, Timaru, Nelson, and Invercargill) and is a branch","https://sg.lochac.sca.org/","",""
"Kingdom of Lochac","Barony of Stormhold","Victoria, Australia","https://stormhold.lochac.sca.org/","-36.598610","144.678005"
"Kingdom of Lochac","Barony of Ynys Fawr","Hobart, Tasmania, Australia","https://ynysfawr.lochac.sca.org/","-42.882509","147.328123"
"Kingdom of Lochac","Canton of Burnfield","Melbourne, Victoria, Australia","https://burnfield.lochac.sca.org/","-37.814245","144.963173"
"Kingdom of Lochac","Canton of Okewaite","Wellington, New Zealand","https://okewaite.lochac.sca.org/","-41.288795","174.777211"
"Kingdom of Lochac","Canton of Stowe-on-the-Wowld","Melbourne, Victoria, Australia","https://stowe.lochac.sca.org/","-37.814245","144.963173"
"Kingdom of Lochac","College of Blessed Herman the Cripple","Sydney, New South Wales, Australia","https://blessedherman.lochac.sca.org/","-33.869844","151.208285"
"Kingdom of Lochac","College of St Basil the Great","Brisbane, Queensland, Australia","https://stbasil.lochac.sca.org/","-27.468962","153.023501"
"Kingdom of Lochac","College of St Christina the Astonishing","Melbourne, Victoria, Australia","https://stchristina.lochac.sca.org/","-37.814245","144.963173"
"Kingdom of Lochac","College of St Monica","Wollongong, New South Wales, Australia","https://stmonica.lochac.sca.org/","-34.427808","150.893054"
"Kingdom of Lochac","College of St Ursula","Sydney, New South Wales, Australia","https://stursula.lochac.sca.org/","-33.869844","151.208285"
"Kingdom of Lochac","Shire of Adora","the whole NSW south coast region","https://adora.lochac.sca.org/","",""
"Kingdom of Lochac","Shire of Bordescros","your insurance, by signing up","https://bordescros.lochac.sca.org/","",""
"Kingdom of Lochac","Shire of Darton","Wollongong, New South Wales, Australia","https://darton.lochac.sca.org/","-34.427808","150.893054"
"Kingdom of Lochac","Shire of Dismal Fogs","Blackheath, NSW, in the Blue Mountains Dates: … Continue reading → Posted in Uncategorized 3rd Sunday Monthly Gatherings","https://dismalfogs.lochac.sca.org/","",""
"Kingdom of Meridies","Barony of Bryn Madoc","Athens, Jefferson, Commerce, Watkinsville, Monroe, Winder, and points in-between","https://brynmadoc.meridies.org/","32.541106","-87.147276"
"Kingdom of Meridies","Barony of Glaedenfeld","Greater Nashville area","https://glaedenfeld.meridies.org/","32.333473","-86.352192"
"Kingdom of Meridies","Barony of Iron Mountain","Greater Birmingham area and Shelby County","https://ironmountain.meridies.org/","32.333473","-86.352192"
"Kingdom of Meridies","Barony of Osprey","Mobile and Baldwin County","https://osprey.meridies.org/","30.416640","-87.556626"
"Kingdom of Meridies","Barony of South Downs","Atlanta Metropolitan area","https://southdowns.meridies.org/","32.381759","-86.212265"
"Kingdom of Meridies","Barony of Thor’s Mountain","Knoxville","https://thorsmountain.meridies.org/","35.960395","-83.921026"
"Kingdom of Meridies","Canton of Hochwald","Corryton","https://thorsmountain.meridies.org/","36.153694","-83.782406"
"Kingdom of Meridies","Canton of South Reach","Pulaski","https://glaedenfeld.meridies.org/","37.231423","-89.118343"
"Kingdom of Meridies","College of Phoenix Rising","Oxford and Anniston area","https://phoenixrising.meridies.org/","33.614921","-85.833939"
"Kingdom of Meridies","Province of Glynn Rhe","Decatur/Morgan/Limestone / Huntsville and Madison County","https://glynnrhe.meridies.org/","34.617233","-86.968814"
"Kingdom of Meridies","Shire Des Forges","Trussville","https://desforges.meridies.org/","33.619627","-86.608434"
"Kingdom of Meridies","Shire of Arenal","Pensacola and Counties of Escambia and Santa Rosa","https://arenal.meridies.org/","30.550527","-87.845358"
"Kingdom of Meridies","Shire of Beau Fort","Gainesville, including Rabun, Hall, Forsyth, Banks, Lumpkin, Habersham and Dawson counties","https://beaufort.meridies.org/","34.354592","-83.860663"
"Kingdom of Meridies","Shire of Crimson River","Clarksville","https://crimsonriver.meridies.org/wp/","36.527761","-87.358870"
"Kingdom of Meridies","Shire of Depedale","Douglasville, Villa Rica, Austell, Lithia Springs, Hiram, and Winston, GA","https://depedale.meridies.org/","33.751497","-84.747714"
"Kingdom of Meridies","Shire of Drakenmere","Statesbor o, Louisville , and Brooklet","http://drakenmere.meridies.org/","",""
"Kingdom of Meridies","Shire of Easaraigh","Cookeville","https://easaraigh.meridies.org/","36.162389","-85.499706"
"Kingdom of Meridies","Shire of Forth Castle","Greater Savannah area","https://forthcastle.meridies.org/","32.333473","-86.352192"
"Kingdom of Meridies","Shire of Loch Cairn","Manchester, McMinnville, Sewanee, Tullahoma, and WInchester","http://lochcairn.meridies.org/","34.411202","-86.348317"
"Kingdom of Meridies","Shire of Loch an Fhraoich","Bowling Green","https://lakeofheather.meridies.org","36.992920","-86.442868"
"Kingdom of Meridies","Shire of Marion Glen","Columbus / Americus","https://marionglen.meridies.org/","33.758157","-86.753326"
"Kingdom of Meridies","Shire of Nant-y-Derwyddon","NE Tennessee and the SW Corner of Virginia","https://nyd.meridies.org/","34.599188","-86.961176"
"Kingdom of Meridies","Shire of Okeborne Keep","Tuscaloosa","https://okebornekeep.meridies.org/","33.209561","-87.567526"
"Kingdom of Meridies","Shire of Owl's Nest","Bartow, Cherokee, Cobb, Gordon, Paulding, and Pickens","https://owlsnest.meridies.org/","34.161761","-84.728295"
"Kingdom of Meridies","Shire of Phoenix Glade","Fort Walton Beach, Niceville, Destin, Crestview, and surrounding areas","https://phoenixglade.meridies.org/","34.438934","-85.759717"
"Kingdom of Meridies","Shire of Redewolfden","Murray","http://redewolfden.meridies.org/","34.785186","-84.735226"
"Kingdom of Meridies","Shire of Rising Stone","Murfreesboro","https://risingstone.meridies.org/","35.846040","-86.392110"
"Kingdom of Meridies","Shire of Sol Haven","Rockdale, Newton, Walton, Jasper, Butts, Henry, and Morgan","","33.506238","-83.899280"
"Kingdom of Meridies","Shire of Thorngill","Greater Montgomery area","https://thorngill.meridies.org/","32.333473","-86.352192"
"Kingdom of Meridies","Shire of Tir Briste","Warner-Robbins/Macon","https://tirbriste.meridies.org/","",""
"Kingdom of Meridies","Shire of Vulpine Reach","Chattanooga area including Cleveland, Ooltewah, Hixson, Fort Oglethorpe, Dalton, and the surrounding regions","https://vulpinereach.meridies.org/","33.545498","-86.557941"
"Kingdom of Meridies","Stronghold of Dragonfly Marsh","Valdosta","https://dragonfly.meridies.org","30.832702","-83.278485"
"Kingdom of Northshield","Barony of Caer Anterth Mawr","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Barony of Castel Rouge","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Barony of Jararvellir","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Barony of Nordskogen","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Barony of Windhaven","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Canton of Coille Stoirmeil","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Canton of Nordleigh","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","College of Svaty Sebesta","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Border Downs","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Coldedernhale","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Darkstone","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Dreibrucken","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Falcon’s Keep","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Inner Sea","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Korsvag","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Mare Amethystinum","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Midewinde","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Rivenwood Tower","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Rockhaven","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Rokeclif","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Schattentor","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Silfren Mere","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Skerjastrond","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Trewint","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Northshield","Shire of Vilku Urvas","Wisconsin","https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2","44.430898","-89.688464"
"Kingdom of Trimaris","Barony of An Crosaire","Gainesville / Alachua County","https://www.ancrosaire.org/","29.651968","-82.324985"
"Kingdom of Trimaris","Barony of Castlemere","Jacksonville / Orange Park","https://www.castlemere.org/","30.187444","-81.707008"
"Kingdom of Trimaris","Barony of Darkwater","Orange, Osceola, Seminole, and Lake County","https://www.baronyofdarkwater.org/","28.420708","-81.230096"
"Kingdom of Trimaris","Barony of Oldenfeld","Tallahassee, Gadsden, Wakulla","https://www.oldenfeld.org/","30.370869","-84.496672"
"Kingdom of Trimaris","Canton Of Brymmestreme (An Crosaire)","Columbia, Hamilton, Madison and Suwannee Counties","https://brymmestreme.ancrosaire.org/home","30.366486","-82.801358"
"Kingdom of Trimaris","Canton of Amurgorod (An Crosaire)","Levy & Marion County","https://www.ocalasca.com/home","29.300863","-82.782459"
"Kingdom of Trimaris","Shire of Sangre del Sol","Ft. Lauderdale / Boca Raton","","30.640609","-86.187658"
"Kingdom of Trimaris","Shire of Sea March","Palm Beach County","https://www.sea-march.com/","26.627980","-80.449417"
"Kingdom of Trimaris","Shire of Southkeep","Miami-Dade County / Florida Keys","","24.673620","-81.498179"
"Kingdom of Trimaris","Shire of Tri Os","Martin, St. Lucie, and Indian Counties","","27.067371","-80.399441"
"Kingdom of the East","Barony of An Dubhaigeainn","Suffolk County, NY","https://andub.eastkingdom.org","40.883232","-72.857803"
"Kingdom of the East","Barony of Bergental","Western MA","https://bergental.eastkingdom.org","",""
"Kingdom of the East","Barony of Beyond the Mountain","North, East CT","https://bbm.eastkingdom.org","",""
"Kingdom of the East","Barony of Bhakail","Philadelphia, PA; Delaware and South Chester County, PA Bailiwick of Ivyeinrust - University of PA","https://bhakail.eastkingdom.org","40.011454","-75.132650"
"Kingdom of the East","Barony of Buckland Cross","Southern Bucks County, PA","https://bucklandcross.eastkingdom.org","40.234412","-75.107000"
"Kingdom of the East","Barony of Carillion","Monmouth, Ocean, S.Middlesex County, NJ","https://carillion.eastkingdom.org","40.135525","-74.249520"
"Kingdom of the East","Barony of Carolingia","Greater Boston, MA","https://carolingia.eastkingdom.org","42.304427","-71.054393"
"Kingdom of the East","Barony of Concordia of the Snows","Albany, NY","https://concordia.eastkingdom.org","42.651167","-73.754968"
"Kingdom of the East","Barony of Dragonship Haven","Southwestern CT","https://dragonshiphaven.eastkingdom.org","41.513465","-73.465732"
"Kingdom of the East","Barony of Endewearde","Central and Northern Maine","https://endewearde.eastkingdom.org","",""
"Kingdom of the East","Barony of Havre des Glaces","NE Quebec Province","https://havredesglaces.eastkingdom.org","41.795781","-72.678929"
"Kingdom of the East","Barony of Iron Bog","Camden,Gloucester, S. Burlington, NJ","https://ironbog.eastkingdom.org","39.764101","-75.061045"
"Kingdom of the East","Barony of Ruantallan","NS & PEI, Canada","https://ruantallan.eastkingdom.org","46.288542","-63.144594"
"Kingdom of the East","Barony of Settmour Swamp","Somerset, Morris County, NJ","https://settmourswamp.eastkingdom.org","40.740740","-74.394867"
"Kingdom of the East","Barony of Smoking Rocks","Southeast MA","https://smokingrocks.eastkingdom.org","",""
"Kingdom of the East","Barony of Stonemarche","New Hampshire","https://stonemarche.eastkingdom.org","43.484913","-71.655399"
"Kingdom of the East","Barony of the Bridge","RI State","https://baronyofthebridge.eastkingdom.org","40.760781","-73.950722"
"Kingdom of the East","Canton of Appleholm","Manhattan, NYC","https://appleholm.eastkingdom.org","40.757955","-73.985532"
"Kingdom of the East","Canton of Basingestoches","Endewearde","https://basingestoches.eastkingdom.org/","",""
"Kingdom of the East","Canton of Brokenbridge","Brooklyn, NY","https://brokenbridge.eastkingdom.org","40.652601","-73.949721"
"Kingdom of the East","Canton of Distant Shore","NS, Canada","https://distantshore.eastkingdom.org","45.196040","-63.165379"
"Kingdom of the East","Canton of Gryphonwald","Middlesex City, NJ","https://gryphonwald.eastkingdom.org","40.524708","-74.249162"
"Kingdom of the East","Canton of Hawke's Reache","Western Suffolk County, NY","https://hawkesreache.eastkingdom.org","40.762587","-73.402044"
"Kingdom of the East","Canton of Lions End","Nassau County, NY","https://lionsend.eastkingdom.org","40.735299","-73.561578"
"Kingdom of the East","Canton of Midland Vale","Sullivan and Orange Counties, NY","https://midlandvale.eastkingdom.org","41.715631","-74.780432"
"Kingdom of the East","Canton of Northpass","Putnam & Westchester, NY","https://northpass.eastkingdom.org","41.277271","-73.767177"
"Kingdom of the East","Canton of Old Stonebridges","Rockland County, NY","https://oldstonebridges.eastkingdom.org/","41.151932","-74.035727"
"Kingdom of the East","Canton of Seashire","Halifax, NS","https://seashire.eastkingdom.org","44.648618","-63.585949"
"Kingdom of the East","Canton of Ynys y Gwaun","PEI, Canada","https://ynysygwaun.eastkingdom.org","46.335551","-63.146668"
"Kingdom of the East","Canton of the Towers","Northeast MA","https://towers.eastkingdom.org/","",""
"Kingdom of the East","Crown Principality of Tir Mara Website Shire of Ar n-Eilean-ne","Newfoundland and Labrador, Canada","","41.046486","-74.435155"
"Kingdom of the East","Province of Malagentia","Southern, ME","https://malagentia.eastkingdom.org","43.683271","-70.449683"
"Kingdom of the East","Province of Østgarðr","Greater NYC, Westchester, and Putnam Counties NY","","41.176314","-73.790755"
"Kingdom of the East","Riding of Giggleswick","Southern York County, Maine","https://giggleswick.eastkingdom.org","43.457305","-70.780649"
"Kingdom of the East","Riding of Ravensbridge","Augusta, Lewiston, and Auburn ME","https://ravensbridge.eastkingdom.org","44.314803","-69.774394"
"Kingdom of the East","Shire of Anglespur","Troy, NY","https://anglespur.eastkingdom.org","42.728412","-73.691788"
"Kingdom of the East","Shire of Avonmore","New Brunswick, Canada","https://avonmore.eastkingdom.org","41.308600","-72.896100"
"Kingdom of the East","Shire of Barren Sands","Atlantic, Cape May, Cumberland, Salem County, NJ","https://barrensands.eastkingdom.org","39.336400","-74.875608"
"Kingdom of the East","Shire of Blak Rose","Camp Hill and Harrisburg, PA","https://blakrose.eastkingdom.org","40.242180","-76.900259"
"Kingdom of the East","Shire of Caer Adamant","State of Delaware","https://caer-adamant.eastkingdom.org","39.816087","-77.232468"
"Kingdom of the East","Shire of Coill Tuar","Southern Ulster County, NY","https://coilltuar.eastkingdom.org","41.716041","-73.963443"
"Kingdom of the East","Shire of Coldwood","Plattsburgh, NY","https://coldwood.eastkingdom.org","44.696086","-73.454291"
"Kingdom of the East","Shire of Eisental","Allentown, Bethlehem, Easton & Reading, PA","https://www.eisental.eastkingdom.org","40.602255","-75.471611"
"Kingdom of the East","Shire of Glenn Linn","Warren-Washington County, NY","https://glennlinn.eastkingdom.org","43.344107","-73.610013"
"Kingdom of the East","Shire of Hadchester","Mid-coast Maine","https://hadchester.eastkingdom.org/","43.906566","-69.893015"
"Kingdom of the East","Shire of Hartshorn-dale","Chester-Montgomery,PA","http://hartshorn-dale.eastkingdom.org","40.143911","-75.511025"
"Kingdom of the East","Shire of Lyndhaven","New Brunswick","https://lyndhaven.eastkingdom.org","41.308600","-72.896100"
"Kingdom of the East","Shire of Montevale","Fulton, Franklin, Cumberland, PA","https://montevale.eastkingdom.org","39.998686","-77.719636"
"Kingdom of the East","Shire of Mountain Freehold","Northwestern Vermont","https://mountainfreehold.eastkingdom.org","44.807919","-73.071627"
"Kingdom of the East","Shire of Nordenhalle","Kingston, NY","https://nordenhal.eastkingdom.org","41.928781","-74.002382"
"Kingdom of the East","Shire of Northern Outpost","Potsdam, NY","https://northernoutpost.eastkingdom.org","44.669800","-74.981335"
"Kingdom of the East","Shire of Owlsherst","York, Lancaster, and eastern portions of Adams Counties, PA Crown","https://owlsherst.eastkingdom.org","40.027105","-76.491813"
"Kingdom of the East","Shire of Panther Vale","Northeastern Vermont","https://panthervale.eastkingdom.org","44.445887","-72.009973"
"Kingdom of the East","Shire of Quintavia","Worcester County, MA","https://quintavia.eastkingdom.org","42.370578","-71.867724"
"Kingdom of the East","Shire of Rusted Woodlands","Bergen, Sussex, Passaic County, NJ","https://rustedwoodlands.eastkingdom.org","41.050603","-74.374682"
