kingdom,group,type,calendar_id,website,social,date_last_checked
Kingdom of Drachenwald,Shire of Juneborg,shire,No Calendar Listed,http://juneborg.nordmark.org,,2026-06-22
Kingdom of Drachenwald,Shire of Löghammar,shire,No Calendar Listed,https://loghammar.nordmark.org,,2026-06-22
Kingdom of Drachenwald,Shire of Mynydd Gwyn,shire,No Calendar Listed,http://www.mynydd-gwyn.org.uk,,2026-06-22
Kingdom of Drachenwald,Shire of Polderslot,shire,No Calendar Listed,http://www.polderslot.info,,2026-06-22
Kingdom of Drachenwald,Shire of Pont Alarch,shire,No Calendar Listed,https://pontalarch.insulaedraconis.org/about.html,,2026-06-22
Kingdom of Drachenwald,Shire of Reengarda,shire,No Calendar Listed,https://reengarda.se,,2026-06-22
Kingdom of Drachenwald,Shire of Thamesreach,shire,No Calendar Listed,http://www.thamesreach.org,,2026-06-22
Kingdom of Drachenwald,Shire of Trivium,shire,No Calendar Listed,https://shireoftrivium.com,,2026-06-22
Kingdom of Drachenwald,Shire of Ulvberget,shire,No Calendar Listed,,,2026-06-22
Kingdom of Drachenwald,Shire of Uma,shire,No Calendar Listed,http://www.skauma.org,,2026-06-22
Kingdom of Drachenwald,Shire of West Dragonshire,shire,No Calendar Listed,http://www.westdragonshire.org,,2026-06-22
Kingdom of Drachenwald,Shire of Örehus,shire,No Calendar Listed,http://orehus.nordmark.org,,2026-06-22
Kingdom of Ealdormere,Barony of Ben Dunfirth,barony,No Calendar Listed,https://ealdormere.ca/ben-dunfirth/,,2026-06-22
Kingdom of Ealdormere,Barony of Ramshaven,barony,No Calendar Listed,https://ealdormere.ca/barony-of-ramshaven/,,2026-06-22
Kingdom of Ealdormere,Barony of Rising Waters,barony,No Calendar Listed,https://ealdormere.ca/barony-of-rising-waters/,,2026-06-22
Kingdom of Ealdormere,Barony of Septentria,barony,No Calendar Listed,https://ealdormere.ca/barony-of-septentria,,2026-06-22
Kingdom of Ealdormere,Barony of Skraeling Althing,barony,No Calendar Listed,http://www.skraelingalthing.com/,,2026-06-22
Kingdom of Ealdormere,Canton of Ardchreag,canton,No Calendar Listed,https://ardchreag.wordpress.com/,,2026-06-22
Kingdom of Ealdormere,Canton of Beremere,canton,No Calendar Listed,https://ealdormere.ca/beremere/,,2026-06-22
Kingdom of Ealdormere,Canton of Bryniau Tywynnog,canton,No Calendar Listed,https://ealdormere.ca/bryniau-tywynnog/,,2026-06-22
Kingdom of Ealdormere,Canton of Caldrithig,canton,No Calendar Listed,http://www.skraelingalthing.com/caldrithig/,,2026-06-22
Kingdom of Ealdormere,Canton of Monadh,canton,No Calendar Listed,https://ealdormere.ca/canton-of-monadh,,2026-06-22
Kingdom of Ealdormere,Canton of Northgeatham,canton,No Calendar Listed,https://ealdormere.ca/canton-of-northgeatham/,,2026-06-22
Kingdom of Ealdormere,Canton of Petrea Thule,canton,No Calendar Listed,https://ealdormere.ca/petrea-thule,,2026-06-22
Kingdom of Ealdormere,Canton of Skeldergate,canton,No Calendar Listed,,,2026-06-22
Kingdom of Ealdormere,Canton of Vest Yorvik,canton,No Calendar Listed,,,2026-06-22
Kingdom of Ealdormere,Shire of Bastille du Lac,shire,No Calendar Listed,https://ealdormere.ca/bastille-du-lac,,2026-06-22
Kingdom of Ealdormere,Shire of Champcorbeau,shire,No Calendar Listed,https://www.ealdormere.ca/champcorbeau/,,2026-06-22
Kingdom of Ealdormere,Shire of Trinovantia Nova,shire,No Calendar Listed,https://ealdormere.ca/trinovantia-nova,,2026-06-22
Kingdom of Ealdormere,Shire of Ulfheim,shire,No Calendar Listed,,,2026-06-22
Kingdom of Ealdormere,Stronghold of Greyfells,stronghold,No Calendar Listed,http://skraelingalthing.com/wp/greyfells/,,2026-06-22
Kingdom of Ealdormere,Stronghold of Tor Brant,stronghold,No Calendar Listed,http://www.skraelingalthing.com/wp/torbrant/,,2026-06-22
Kingdom of Gleann Abhann,Barony of Axemoor,barony,No Calendar Listed,http://www.axemoor.net/,,2026-06-22
Kingdom of Gleann Abhann,Barony of Grey Niche,barony,No Calendar Listed,http://www.greyniche.net/,,2026-06-22
Kingdom of Gleann Abhann,Barony of Seleone,barony,No Calendar Listed,http://seleone.org,,2026-06-22
Kingdom of Gleann Abhann,Barony of Small Gray Bear,barony,No Calendar Listed,http://www.smallgraybear.org/,,2026-06-22
Kingdom of Gleann Abhann,Province of Lagerdamm,province,No Calendar Listed,http://www.lagerdamm.org/,,2026-06-22
Kingdom of Gleann Abhann,Shire of Ardanroe,shire,No Calendar Listed,,,2026-06-22
Kingdom of Gleann Abhann,Shire of Blackmoor Keep,shire,No Calendar Listed,,,2026-06-22
Kingdom of Gleann Abhann,Shire of Caer Dun,shire,No Calendar Listed,http://caerdun.net,,2026-06-22
Kingdom of Gleann Abhann,Shire of Coill Fhionnabhann,shire,No Calendar Listed,,,2026-06-22
Kingdom of Gleann Abhann,Shire of Dragoun’s Weal,shire,No Calendar Listed,,,2026-06-22
Kingdom of Gleann Abhann,Shire of Iron Ox,shire,No Calendar Listed,http://ironox.org/,,2026-06-22
Kingdom of Gleann Abhann,Shire of Loch Bais,shire,No Calendar Listed,,,2026-06-22
Kingdom of Gleann Abhann,Shire of Ravenshold,shire,No Calendar Listed,,,2026-06-22
Kingdom of Gleann Abhann,Shire of Smythkepe,shire,No Calendar Listed,,,2026-06-22
Kingdom of Gleann Abhann,Shire of Tor An Riogh,shire,No Calendar Listed,,,2026-06-22
Kingdom of Gleann Abhann,Shire of Troll Fen,shire,No Calendar Listed,http://troll-fen.org,,2026-06-22
Kingdom of Gleann Abhann,Shire of Vogelburg,shire,No Calendar Listed,,,2026-06-22
Kingdom of Gleann Abhann,Shire of Wyrmgeist,shire,No Calendar Listed,http://www.wyrmgeist.org/,,2026-06-22
Kingdom of Lochac,Barony of Aneala,barony,No Calendar Listed,https://aneala.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Barony of Ildhafn,barony,No Calendar Listed,https://ildhafn.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Barony of Innilgard,barony,No Calendar Listed,https://innilgard.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Barony of Kraé,barony,No Calendar Listed,https://kraeglas.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Barony of Mordenvale,barony,No Calendar Listed,https://mordenvale.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Barony of River Haven,barony,No Calendar Listed,https://riverhaven.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Barony of Rowany,barony,No Calendar Listed,https://rowany.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Barony of Southron Gaard,barony,No Calendar Listed,https://sg.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Barony of Stormhold,barony,No Calendar Listed,https://stormhold.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Barony of Ynys Fawr,barony,No Calendar Listed,https://ynysfawr.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Canton of Burnfield,canton,No Calendar Listed,https://burnfield.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Canton of Okewaite,canton,No Calendar Listed,https://okewaite.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Canton of Stowe-on-the-Wowld,canton,No Calendar Listed,https://stowe.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,College of Blessed Herman the Cripple,college,No Calendar Listed,https://blessedherman.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,College of St Basil the Great,college,No Calendar Listed,https://stbasil.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,College of St Christina the Astonishing,college,No Calendar Listed,https://stchristina.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,College of St Monica,college,No Calendar Listed,https://stmonica.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,College of St Ursula,college,No Calendar Listed,https://stursula.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Shire of Adora,shire,No Calendar Listed,https://adora.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Shire of Bordescros,shire,No Calendar Listed,https://bordescros.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Shire of Darton,shire,No Calendar Listed,https://darton.lochac.sca.org/,,2026-06-22
Kingdom of Lochac,Shire of Dismal Fogs,shire,No Calendar Listed,https://dismalfogs.lochac.sca.org/,,2026-06-22
Kingdom of Meridies,Barony of Bryn Madoc,barony,No Calendar Listed,https://brynmadoc.meridies.org/,,2026-06-22
Kingdom of Meridies,Barony of Glaedenfeld,barony,No Calendar Listed,https://glaedenfeld.meridies.org/,,2026-06-22
Kingdom of Meridies,Barony of Iron Mountain,barony,No Calendar Listed,https://ironmountain.meridies.org/,,2026-06-22
Kingdom of Meridies,Barony of Osprey,barony,No Calendar Listed,https://osprey.meridies.org/,,2026-06-22
Kingdom of Meridies,Barony of South Downs,barony,No Calendar Listed,https://southdowns.meridies.org/,,2026-06-22
Kingdom of Meridies,Barony of Thor’s Mountain,barony,No Calendar Listed,https://thorsmountain.meridies.org/,,2026-06-22
Kingdom of Meridies,Canton of Hochwald,canton,No Calendar Listed,https://thorsmountain.meridies.org/,,2026-06-22
Kingdom of Meridies,Canton of South Reach,canton,No Calendar Listed,https://glaedenfeld.meridies.org/,,2026-06-22
Kingdom of Meridies,College of Phoenix Rising,college,No Calendar Listed,https://phoenixrising.meridies.org/,,2026-06-22
Kingdom of Meridies,Province of Glynn Rhe,province,No Calendar Listed,https://glynnrhe.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire Des Forges,shire,No Calendar Listed,https://desforges.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Arenal,shire,No Calendar Listed,https://arenal.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Beau Fort,shire,No Calendar Listed,https://beaufort.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Crimson River,shire,No Calendar Listed,https://crimsonriver.meridies.org/wp/,,2026-06-22
Kingdom of Meridies,Shire of Depedale,shire,No Calendar Listed,https://depedale.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Drakenmere,shire,No Calendar Listed,http://drakenmere.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Easaraigh,shire,No Calendar Listed,https://easaraigh.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Forth Castle,shire,No Calendar Listed,https://forthcastle.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Loch Cairn,shire,No Calendar Listed,http://lochcairn.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Loch an Fhraoich,shire,No Calendar Listed,https://lakeofheather.meridies.org,,2026-06-22
Kingdom of Meridies,Shire of Marion Glen,shire,No Calendar Listed,https://marionglen.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Nant-y-Derwyddon,shire,No Calendar Listed,https://nyd.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Okeborne Keep,shire,No Calendar Listed,https://okebornekeep.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Owl's Nest,shire,No Calendar Listed,https://owlsnest.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Phoenix Glade,shire,No Calendar Listed,https://phoenixglade.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Redewolfden,shire,No Calendar Listed,http://redewolfden.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Rising Stone,shire,No Calendar Listed,https://risingstone.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Sol Haven,shire,No Calendar Listed,,,2026-06-22
Kingdom of Meridies,Shire of Thorngill,shire,No Calendar Listed,https://thorngill.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Tir Briste,shire,No Calendar Listed,https://tirbriste.meridies.org/,,2026-06-22
Kingdom of Meridies,Shire of Vulpine Reach,shire,No Calendar Listed,https://vulpinereach.meridies.org/,,2026-06-22
Kingdom of Meridies,Stronghold of Dragonfly Marsh,stronghold,No Calendar Listed,https://dragonfly.meridies.org,,2026-06-22
Kingdom of Northshield,Barony of Caer Anterth Mawr,barony,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Barony of Castel Rouge,barony,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Barony of Jararvellir,barony,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Barony of Nordskogen,barony,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Barony of Windhaven,barony,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Canton of Coille Stoirmeil,canton,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Canton of Nordleigh,canton,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,College of Svaty Sebesta,college,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Border Downs,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Coldedernhale,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Darkstone,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Dreibrucken,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Falcon’s Keep,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Inner Sea,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Korsvag,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Mare Amethystinum,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Midewinde,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Rivenwood Tower,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Rockhaven,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Rokeclif,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Schattentor,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Silfren Mere,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Skerjastrond,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Trewint,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Northshield,Shire of Vilku Urvas,shire,No Calendar Listed,https://storymaps.arcgis.com/stories/2a12e90306a949a0bef0a66666a1f3a2,,2026-06-22
Kingdom of Trimaris,Barony of An Crosaire,barony,No Calendar Listed,https://www.ancrosaire.org/,,2026-06-22
Kingdom of Trimaris,Barony of Castlemere,barony,No Calendar Listed,https://www.castlemere.org/,,2026-06-22
Kingdom of Trimaris,Barony of Darkwater,barony,No Calendar Listed,https://www.baronyofdarkwater.org/,,2026-06-22
Kingdom of Trimaris,Barony of Oldenfeld,barony,No Calendar Listed,https://www.oldenfeld.org/,,2026-06-22
Kingdom of Trimaris,Canton Of Brymmestreme (An Crosaire),canton,No Calendar Listed,https://brymmestreme.ancrosaire.org/home,,2026-06-22
Kingdom of Trimaris,Canton of Amurgorod (An Crosaire),canton,No Calendar Listed,https://www.ocalasca.com/home,,2026-06-22
Kingdom of Trimaris,Shire of Sangre del Sol,shire,No Calendar Listed,,,2026-06-22
Kingdom of Trimaris,Shire of Sea March,shire,No Calendar Listed,,,2026-06-22
Kingdom of Trimaris,Shire of Southkeep,shire,No Calendar Listed,,,2026-06-22
Kingdom of Trimaris,Shire of Tri Os,shire,No Calendar Listed,,,2026-06-22
Kingdom of the East,Barony of An Dubhaigeainn,barony,No Calendar Listed,https://andub.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Bergental,barony,No Calendar Listed,https://bergental.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Beyond the Mountain,barony,No Calendar Listed,https://bbm.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Bhakail,barony,No Calendar Listed,https://bhakail.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Buckland Cross,barony,No Calendar Listed,https://bucklandcross.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Carillion,barony,No Calendar Listed,https://carillion.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Carolingia,barony,https://www.google.com/calendar/ical/c_9f2bb029e0685a0401901930b9fe78acf41ca17773ea62c6bb701e5fe17694f7%40group.calendar.google.com/public/basic.ics,https://carolingia.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Concordia of the Snows,barony,https://www.google.com/calendar/ical/ab1ck2oprvq27pcknmug57mhu0%40group.calendar.google.com/public/basic.ics,https://concordia.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Dragonship Haven,barony,https://www.google.com/calendar/ical/c_532d7ba214e09e0cfa6859eaa2535363fca6a18854266d9e0179ae3724075fd8%40group.calendar.google.com/public/basic.ics,https://dragonshiphaven.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Endewearde,barony,No Calendar Listed,https://endewearde.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Havre des Glaces,barony,No Calendar Listed,https://havredesglaces.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Iron Bog,barony,No Calendar Listed,https://ironbog.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Ruantallan,barony,https://ruantallan.eastkingdom.org/?ical=1,https://ruantallan.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Settmour Swamp,barony,No Calendar Listed,https://settmourswamp.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Smoking Rocks,barony,No Calendar Listed,https://smokingrocks.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of Stonemarche,barony,No Calendar Listed,https://stonemarche.eastkingdom.org,,2026-06-22
Kingdom of the East,Barony of the Bridge,barony,No Calendar Listed,https://baronyofthebridge.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Appleholm,canton,No Calendar Listed,https://appleholm.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Basingestoches,canton,No Calendar Listed,https://basingestoches.eastkingdom.org/,,2026-06-22
Kingdom of the East,Canton of Brokenbridge,canton,https://www.google.com/calendar/ical/diii87giqlcb15a1sf66nbsnb0%40group.calendar.google.com/public/basic.ics,https://brokenbridge.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Distant Shore,canton,No Calendar Listed,https://distantshore.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Gryphonwald,canton,No Calendar Listed,https://gryphonwald.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Hawke's Reache,canton,No Calendar Listed,https://hawkesreache.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Lions End,canton,No Calendar Listed,https://lionsend.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Midland Vale,canton,No Calendar Listed,https://midlandvale.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Northpass,canton,No Calendar Listed,https://northpass.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Old Stonebridges,canton,https://www.google.com/calendar/ical/eastkingdom.org_r65fh2dk7iqa9g6ueekk28uo54%40group.calendar.google.com/public/basic.ics,https://oldstonebridges.eastkingdom.org/,,2026-06-22
Kingdom of the East,Canton of Seashire,canton,No Calendar Listed,https://seashire.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of Ynys y Gwaun,canton,No Calendar Listed,https://ynysygwaun.eastkingdom.org,,2026-06-22
Kingdom of the East,Canton of the Towers,canton,No Calendar Listed,https://towers.eastkingdom.org/,,2026-06-22
Kingdom of the East,Crown Principality of Tir Mara Website Shire of Ar n-Eilean-ne,crown principality,No Calendar Listed,,,2026-06-22
Kingdom of the East,Province of Malagentia,province,No Calendar Listed,https://malagentia.eastkingdom.org,,2026-06-22
Kingdom of the East,Province of Østgarðr,province,No Calendar Listed,,,2026-06-22
Kingdom of the East,Riding of Giggleswick,riding,No Calendar Listed,https://giggleswick.eastkingdom.org,,2026-06-22
Kingdom of the East,Riding of Ravensbridge,riding,No Calendar Listed,https://ravensbridge.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Anglespur,shire,No Calendar Listed,https://anglespur.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Avonmore,shire,No Calendar Listed,https://avonmore.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Barren Sands,shire,No Calendar Listed,https://barrensands.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Blak Rose,shire,No Calendar Listed,https://blakrose.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Caer Adamant,shire,No Calendar Listed,https://caer-adamant.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Coill Tuar,shire,No Calendar Listed,https://coilltuar.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Coldwood,shire,No Calendar Listed,https://coldwood.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Eisental,shire,https://www.eisental.eastkingdom.org/feed/eo-events,https://www.eisental.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Glenn Linn,shire,No Calendar Listed,https://glennlinn.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Hadchester,shire,No Calendar Listed,https://hadchester.eastkingdom.org/,,2026-06-22
Kingdom of the East,Shire of Hartshorn-dale,shire,No Calendar Listed,http://hartshorn-dale.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Lyndhaven,shire,No Calendar Listed,https://lyndhaven.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Montevale,shire,No Calendar Listed,https://montevale.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Mountain Freehold,shire,No Calendar Listed,https://mountainfreehold.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Nordenhalle,shire,No Calendar Listed,https://nordenhal.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Northern Outpost,shire,No Calendar Listed,https://northernoutpost.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Owlsherst,shire,https://www.google.com/calendar/ical/c_msaukb1eicop7tulld2idjg1m4%40group.calendar.google.com/public/basic.ics,https://owlsherst.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Panther Vale,shire,No Calendar Listed,https://panthervale.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Quintavia,shire,https://www.google.com/calendar/ical/013sn8fvdtsbvs6f12ngnkhtbs%40group.calendar.google.com/public/basic.ics,https://quintavia.eastkingdom.org,,2026-06-22
Kingdom of the East,Shire of Rusted Woodlands,shire,No Calendar Listed,https://rustedwoodlands.eastkingdom.org,,2026-06-22
Kingdom of the Middle,Barony of Andelcrag,barony,No Calendar Listed,https://andelcrag.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Ayreton,barony,No Calendar Listed,https://ayreton.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Brendoken,barony,No Calendar Listed,https://brendoken.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Carraig Ban,barony,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Cynnabar,barony,No Calendar Listed,https://cynnabar.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Fenix,barony,No Calendar Listed,https://fenix.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Flaming Gryphon,barony,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Illiton,barony,No Calendar Listed,https://illiton.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Northwoods,barony,No Calendar Listed,https://northwoods.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Red Spears,barony,No Calendar Listed,https://redspears.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Rivenstar,barony,No Calendar Listed,https://rivenstar.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Roaring Wastes,barony,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Shattered Crystal,barony,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of Sternfeld,barony,No Calendar Listed,https://sternfeld.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of the Cleftlands,barony,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Barony of the Flame,barony,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Canton of Ealdnordwuda,canton,No Calendar Listed,https://ealdnordwuda.midrealm.org/,,2026-06-22
Kingdom of the Middle,Canton of Hrothgeirsfjordr,canton,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Canton of Pferdestadt,canton,No Calendar Listed,https://pferdestadt.midrealm.org/,,2026-06-22
Kingdom of the Middle,Canton of Rimsholt,canton,No Calendar Listed,https://rimsholt.midrealm.org/,,2026-06-22
Kingdom of the Middle,Canton of Vanished Wood,canton,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Province of Tree-Girt-Sea,province,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Riding of Hawkland Moor,riding,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Dark River,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Dernehealde,shire,No Calendar Listed,https://dernehealde.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Donnershafen,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Dragonsmark,shire,No Calendar Listed,https://dragonsmark.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Falcon's Quarry,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Lochmorrow,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Mugmort,shire,No Calendar Listed,https://mugmort.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Mynydd Seren,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Narrental,shire,No Calendar Listed,https://narrental.midrealm.org/,,2026-06-22
